,0,1,2
3074,Olfactory Neuroblastoma,olfactory neuroepithelium,1
3075,Olfactory Pathways,olfactory pathway,1
3076,Oligodendroglia,primary oligodendrocytes,2
3077,Oligodeoxyribonucleotides,Degenerate oligodeoxyribonucleotide,1
3078,Oligodeoxyribonucleotides,oligo,1
3079,Oligonucleotide Primers,primer,1
3080,Oligonucleotide Synthesis,synthetic oligonucleotide,1
3081,Oligonucleotides,oligonucleotides,1
3082,Oncogene ETS,Ets,1
3083,Oncogene MAX,Max,1
3084,Oncogenes,oncogenes,2
3085,Oocytes,oocytes,2
3086,Open,opens,1
3087,Open,open,1
3088,Open Reading Frames,coding sequence,4
3089,Open Reading Frames,open reading frame,2
3090,Open Reading Frames,coding region,1
3091,Open Reading Frames,ORF,3
3092,Open Reading Frames,coding sequences,1
3093,Open Reading Frames,protein-coding sequences,1
3094,Open Reading Frames,CDSs,2
3095,Operator gene,gene promoters,1
3096,"Opitz GBBB Syndrome, X-Linked",Opitz syndrome,1
3097,Opposite,opposite,2
3098,Optimization,optimization,1
3099,Options,option,1
3100,orders - HL7PublishingDomain,orders,1
3101,Organ,organs,5
3102,Organ,organ,1
3103,Organelles,organelles,2
3104,Organism,organisms,2
3105,Organism,organism,1
3106,Organized,disorganization,1
3107,Organized,organize,2
3108,Organized,disorganized,3
3109,Organogenesis,organogenesis,2
3110,Orofaciodigital syndrome 9,Oral-facial-digital type 1,1
3111,Orofaciodigital syndrome 9,OFD1,3
3112,Orphan Nuclear Receptor ROR-gammaT,RORgammat,7
3113,Orthologous Gene,ortholog,1
3114,Oscillator Device Component,oscillator,3
3115,osteoblast differentiation,osteoblastic differentiation,1
3116,Osteoblasts,osteoblasts,1
3117,Osteoblasts,mouse osteoblasts,1
3118,osteoclast differentiation,osteoclast differentiation,3
3119,Osteoclastogenesis,osteoclastogenesis,3
3120,Osteoclasts,osteoclasts,5
3121,Osteoclasts,mouse osteoclasts,2
3122,Osteofibrous Dysplasia,Osteofibrous dysplasia,1
3123,Osteofibrous Dysplasia,OFD,3
3124,Osteogenesis,osteogenesis,2
3125,Osteoplasty,bone repair,1
3126,Other Toxicity Studies: Dependence,dependence,2
3127,outer membrane,outer membrane,2
3128,Outlines (document),outlines,1
3129,Outpatient Physical Therapy Improvement in Movement and Assessment Log (OPTIMAL) Survey,optimal,1
3130,Overlap,overlap,1
3131,Oxidants,oxidants,1
3132,Oxidative,oxidative,2
3133,Oxidative Stress,oxidative stress,2
3134,Packing (action),Packaging of,1
3135,Packing Dosage Form,Packing,1
3136,PAF1 gene,PAF1,2
3137,PAF1 gene,Paf1,1
3138,PAFAH1B1 gene,LIS1 genes,1
3139,PAFAH1B1 gene,LIS-1,2
3140,PAFAH1B1 gene,murine lissencephaly-1,1
3141,PAFAH1B1 gene,Lis1 gene,5
3142,PAFAH1B1 gene,LIS1 gene,4
3143,PAFAH1B1 gene,PAFAH1B1,2
3144,PAFAH1B1 gene,Pafah1b1,1
3145,PAFAH1B1 gene,pafah1b1,1
3146,PAFAH1B1 gene,Pafah1b1 gene,1
3147,PAFAH1B1 wt Allele,mLis1,4
3148,PAFAH1B2 gene,Pafah1b2,1
3149,PAFAH1B3 gene,Pafah1b3,1
3150,PAFAH2 gene,PAF-AH,4
3151,Page (document),PAGE,1
3152,Paint,paints,1
3153,PAK2 gene,Pak2,6
3154,PAK2 kinase,gamma-PAK,3
3155,Pakistan,PAK,5
3156,Palmitoylation,palmitoylation,1
3157,Paracrine Communication,paracrine signalling system,1
3158,Paralogous Gene,paralog,1
3159,paranodal junction,paranodal junction,1
3160,Paraxial Mesoderm,paraxial mesoderm,1
3161,PARK2 gene,Parkin,8
3162,PARK2 gene,PARKIN,2
3163,Parkinson Disease,Parkinson disease brains,1
3164,Partial,partial,2
3165,Participant,participant,2
3166,participation,participation,1
3167,participation,participate,2
3168,Participation Type - origin,origin,2
3169,Particle,particles,1
3170,Partner in relationship,partners,4
3171,"PASD1 protein, human",domain-containing proteins,2
3172,"PASD1 protein, human",domain-containing,1
3173,"PASD1 protein, human",hand domain-containing protein,1
3174,Pathogenesis,pathogenesis,3
3175,Pathogenic,pathogenic,1
3176,Pathogenic organism,pathogens,1
3177,Pathologic,pathological,5
3178,Pathologic,pathologic,1
3179,Pathologic Complete Response,PCR,6
3180,Pathologic Neovascularization,vascularization,2
3181,Pathologic Neovascularization,pathologic angiogenesis,1
3182,Pathological aspects,pathology,2
3183,Patient Care Bundles,bundles,1
3184,Patients,patients,18
3185,Patients,patient,5
3186,Patients,Patients,1
3187,PATJ gene,CIPP,2
3188,Patterns,patterns,6
3189,Patterns,pattern,15
3190,PAWR gene,Par-4,2
3191,PCDHB11 gene,ME2,3
3192,PCNT gene,pericentrin,4
3193,PD 98059,PD-98059,1
3194,PD 98059,PD98059,1
3195,"PDK1 protein, human",PDK1,1
3196,PDLIM5 gene,LIM,1
3197,PDZ Domains,PDZ domain,1
3198,Peak level,peak,2
3199,peptidase activity,protease activity,1
3200,Peptide Elongation Factor 1,EF,2
3201,Peptide Hydrolases,peptidases,1
3202,Peptide Initiation Factors,initiator factors,1
3203,Peptide Initiation Factors,translation initiation factor,1
3204,Peptides,peptides,1
3205,PER2 gene,PER2,1
3206,PER3 gene,PER3,1
3207,Pericentriolar Material 1 Protein,PCM-1,2
3208,perinuclear endoplasmic reticulum,perinuclear,1
3209,Period (temporal qualifier),period,5
3210,periodate-oxidized adenosine,adenosine dialdehyde,1
3211,Periodicity,rhythmic,3
3212,Periodicity,rhythmicity,2
3213,Periodicity,periodicity,1
3214,Periosteal Route of Administration,periosteal,1
3215,Periosteum,periosteum,2
3216,Peripheral,peripheral,1
3217,peripheral membrane protein 43K,rapsyn,1
3218,Persistent,persistent,1
3219,Persons,persons,1
3220,Pervasive Development Disorder,autistic spectrum disorders,1
3221,Pharmacokinetics: Distribution,distribution,13
3222,Pharmacokinetics: Metabolism,metabolism,4
3223,pharmacological,pharmacological,6
3224,Pharmacology,pharmacologically,1
3225,pharyngeal development,pharyngeal development,1
3226,Pharyngeal pouch,pharyngeal pouches,1
3227,Pharyngeal Stripping Wave Absent,absent,3
3228,Pharyngeal structure,pharyngeal,2
3229,Phase,stage,2
3230,Phase,phase,2
3231,Phase 2,phase 2,1
3232,Phase 3 Clinical Trials,3,1
3233,Phenotype,phenotypes,13
3234,Phenotypic abnormality,phenotypic abnormalities,1
3235,Phenylephrine,Phenylephrine,1
3236,PHF10 gene,BAF45a,1
3237,Phorbol,phorbol,1
3238,Phorbol Esters,phorbol ester,1
3239,Phosphatidate Phosphatase,phosphatidic acid phosphohydrolase,1
3240,Phosphatidate Phosphatase,PAP,1
3241,phosphatidylinositol 3-kinase binding,phosphoinositide 3-kinase,1
3242,Phosphatidylinositol 3-Kinases,PI 3-kinase,1
3243,"Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatase 1",SH2-domain-containing inositol 5\'phosphatase,1
3244,"Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatase 1",SHIP-1,4
3245,phosphatidylinositol-3-phosphate binding,cellular phosphatidylinositol 3-phosphate,1
3246,Phosphatidylinositols,phosphatidylinositol 3,2
3247,Phosphatidylinositols,phosphatidylinositol,1
3248,Phosphatidylinositols,polyphosphatidylinositol,1
3249,Phosphatidylinositols,phosphoinositide,1
3250,Phospholipase,phospholipase,1
3251,Phospholipase C,phospholipase C,1
3252,Phospholipase C,PLC,1
3253,Phospholipase C gamma,phospholipase C-gamma,1
3254,Phospholipase C gamma,PLC-gamma,3
3255,Phospholipids,phospholipids,1
3256,Phosphopeptides,phosphopeptides,8
3257,Phosphopeptides,phosphopeptide,2
3258,Phosphoproteins,phosphoproteins,2
3259,Phosphoproteins,phosphoprotein,1
3260,phosphoric monoester hydrolase activity,phosphatase activity,1
3261,Phosphoric Monoester Hydrolases,phosphatase,3
3262,Phosphorylation,phosphorylation,104
3263,Phosphorylation,phosphorylated,22
3264,Phosphorylation,Phosphorylation,4
3265,Phosphorylation,phosphorylation state,2
3266,Phosphorylation,phosphorylates,5
3267,Phosphorylation,phosphorylations,1
3268,Phosphorylation,Phosphorylated,1
3269,Phosphorylation,phosphorylate,1
3270,Phosphorylation Site,phosphorylation site,1
3271,Phosphoserine,phosphoserine,1
3272,Phosphotransferases,kinases,4
3273,Phosphotransferases,kinase,6
3274,Phosphotyrosine,phosphotyrosine,4
3275,phosphotyrosine binding,phosphotyrosine-binding,1
3276,phosphotyrosine binding,PTB,6
3277,Phosphotyrosine Binding Domain,PTB domain,1
3278,Phosphotyrosine Binding Domain,phosphotyrosine binding domain,1
3279,photoreceptor disc membrane,photoreceptor membranes,1
3280,Photoreceptors,photoreceptors,2
3281,Physical,physical,1
3282,Physical Examination,examination,1
3283,Physical Examination,Examination,1
3284,Physical shape,morphology,5
3285,Physiologic Coordination,coordination,2
3286,Physiologic hypertrophy,physiological hypertrophy,1
3287,Physiologic hypertrophy,physiologic hypertrophy,1
3288,Physiologic Organization,organization,11
3289,Physiological,physiologically,1
3290,Physiological,physiological,11
3291,physiological aspects,brain physiology,3
3292,physiological aspects,physiology,2
3293,Physiological Processes,physiological processes,3
3294,Pick Disease of the Brain,frontotemporal dementia,1
3295,Pick Disease of the Brain,FTD,2
3296,Picture,picture,1
3297,PIK3C3 wt Allele,Vps34,1
3298,"PIM1 protein, human",PIM1,1
3299,PINK1 gene,PINK1,1
3300,Pituitary Gland,pituitary gland,4
3301,Pituitary Gland,Pituitary gland,1
3302,Pituitary hormone preparation,pituitary,2
3303,PKN2 gene,PAK-2,5
3304,PLA2G1B gene,PlA2,1
3305,"PLA2G7 protein, human",acetylhydrolase,4
3306,"PLA2G7 protein, human",brain platelet-activating factor acetylhydrolase 1b,1
3307,Placement action,placement,1
3308,Placenta,placental,2
3309,Placenta,placentas,1
3310,Plasma,plasma,1
3311,Plasma Cells,plasma cell,1
3312,Plasma membrane,plasma membrane,10
3313,Plasma membrane,plasmalemmal,1
3314,Plasmids,plasmid,3
3315,Plasticity,plasticity,7
3316,Platelet Activating Factor,brain platelet-activating factor,1
3317,Platelet Activating Factor,PAF,18
3318,Platelet Activating Factor,bovine platelet-activating factor,1
3319,Platelet Activating Factor,Platelet-activating factor,1
3320,Platelet Activating Factor,1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine,1
3321,Platelet Activation,platelet activating,1
3322,Platelet Activation,platelet activation,1
3323,Platelet aggregation measurement,platelet function,1
3324,Platelet Count measurement,platelet counts,1
3325,Platelet Count measurement,platelet numbers,1
3326,Platelet Glycoprotein GPIIb-IIIa Complex,alphaIIbbeta3,2
3327,Platelet Membrane Glycoprotein IIb,integrin alpha IIb,1
3328,Platelet Size,platelet size,1
3329,Platelet-Activating Factor Acetylhydrolase IB Subunit Alpha,PAF-AH Ib alpha,1
3330,Platelet-Derived Growth Factor,PDGF,1
3331,Pleckstrin Homology Domains,domains,16
3332,PLEK gene,pleckstrin,1
3333,Pliability,flexibility,1
3334,Pliability,inflexibility,1
3335,Plication,folding,1
3336,PLK1 gene,Plk1,1
3337,PLK3 gene,PLK3,1
3338,PLK3 gene,Plk3,5
3339,Pluripotent,pluripotent,2
3340,Pluripotent,pluripotent state,1
3341,Pluripotent Stem Cells,pluripotent stem cell state,1
3342,"Pneumonia, Interstitial",interstitial pneumonia,1
3343,Point Mutation,point mutations,1
3344,Polyadenylation,polyadenylation,1
3345,Polyclonal antibody,polyclonal antibody,1
3346,Polycomb,Polycomb,4
3347,Polymerase Chain Reaction,polymerase chain reaction,3
3348,Polymerization,polymerization,2
3349,Polymerization,polymerized,1
3350,Polymers,polymer,2
3351,Polymorphism,polymorphism,1
3352,Polynucleotides,polynucleotides,1
3353,Polypeptides,polypeptides,3
3354,Polypyrimidine Tract-Binding Protein 3,differential regulation,1
3355,Polyubiquitination,polyubiquitination,5
3356,Polyubiquitination,polyubiquitinated,1
3357,Population Group,subpopulation,3
3358,Population Group,subpopulations,1
3359,population migration,migration,27
3360,PORPHOBILINOGEN SYNTHASE,5-aminolevulinate dehydratase,1
3361,Positioning - therapy,positioning,2
3362,Positioning Attribute,positions,2
3363,Positive Charge,positive,6
3364,Positive Transcriptional Elongation Factor B,transcription elongation factor b,1
3365,Positive Transcriptional Elongation Factor B,P-TEFb,8
3366,post-Golgi vesicle-mediated transport,post-Golgi transport,1
3367,Postmortem period,postmortem,1
3368,Postpartum Period,postpartum,2
3369,Post-Synaptic Density,postsynaptic,8
3370,Post-Synaptic Density,post-synaptic density,1
3371,Post-Synaptic Density,post-synaptic density fraction,1
3372,Post-Synaptic Density,postsynaptic density area,1
3373,Post-Synaptic Density,post-synaptic density protein,1
3374,Post-Synaptic Density,post-synaptic density fractions,1
3375,Post-Synaptic Density,postsynaptic density,2
3376,Post-Synaptic Density,PSD,2
3377,Post-Synaptic Density,postsynaptic density preparation,1
3378,Post-Synaptic Density,post-synaptic density preparation,1
3379,Post-Synaptic Density,synaptic density,1
3380,Post-Synaptic Density,post-synaptic density preparations,1
3381,Post-Synaptic Density,post-synaptic,1
3382,postsynaptic density proteins,postsynaptic density proteins,1
3383,Postsynaptic Membrane,postsynaptic membrane,3
3384,Postsynaptic Membrane,postsynaptic membranes,1
3385,Post-Translational Protein Processing,post-translational modifications,1
3386,Post-Translational Protein Processing,protein post-translational modifications,1
3387,Post-Translational Protein Processing,posttranslational modifications,1
3388,Post-Translational Protein Processing,posttranslational modification,1
3389,Potassium Ion,K+,1
3390,potential,potential,7
3391,PPARGC1A gene,PGC-1alpha,2
3392,PPARGC1A gene,PGC-1alpha\'s,1
3393,PPAT gene,glutamine phosphoribosylpyrophosphate amidotransferase,1
3394,PPIA gene,Cyclophilin A,1
3395,PPIA gene,CyPA,5
3396,PPIase activity,peptidyl-prolyl cis-trans isomerase activity,1
3397,PPIase activity,PPIase,1
3398,PPIase activity,PPIase activity,1
3399,PPP1R13B wt Allele,p85,3
3400,PPP2R4 gene,phosphatase PP2A,2
3401,PPP3CA gene,calcineurin A,1
3402,PPP3CB gene,Ppp3cb,1
3403,PRB2 gene,PS,1
3404,PRDM16 gene,Prdm16,4
3405,Precocious,precocious,1
3406,Precursor,precursor,1
3407,prediction,predicted,3
3408,prediction,prediction,1
3409,Predominate,predominate,1
3410,Pregnancy,pregnancy,1
3411,Premature aging syndrome,premature aging,1
3412,prerequisite,prerequisite,1
3413,Presenilins,presenilin,2
3414,presynaptic density protein 95,postsynaptic density-95,1
3415,presynaptic density protein 95,PSD-95,17
3416,presynaptic grid,presynaptic,3
3417,pre-synaptic ribbon,ribbon,1
3418,Presynaptic Terminals,axon terminals,1
3419,Prevalence aspects,prevalence,1
3420,Preventing (action),prevents,5
3421,Primary,principal,1
3422,Primary,primary,3
3423,Primary Cell Culture,primary cultures,1
3424,Primary Cell Culture,primary cell cultures,1
3425,Primary congenital glaucoma,Primary congenital glaucoma,1
3426,Primary congenital glaucoma,PCG,4
3427,Priming,priming,1
3428,Primitive,primitive,2
3429,Primitive Streak,primitive streak,2
3430,Privacy Level - Isolation,isolation,7
3431,PRL gene,Prolactin,1
3432,PRL gene,prolactin,1
3433,PRMT1 gene,PRMT1,1
3434,Probability Distribution Type - beta,beta,4
3435,ProbabilityDistributionType - T,T,1
3436,Probes,probe,4
3437,Probes,probes,1
3438,PROC gene,Proc,2
3439,Procedural approach,approaches,1
3440,Process,process,13
3441,Process,processed,1
3442,Process of secretion,secretion,4
3443,Processing (action),processing,1
3444,product,product,8
3445,product,products,5
3446,product,protein products,1
3447,production,production,9
3448,production,Production,2
3449,Profile (lab procedure),profile,2
3450,Prognosis bad,poor prognosis,1
3451,Program,program,1
3452,Progression,progression,3
3453,Progressive,progressive,3
3454,Project,project,7
3455,Prokaryote,prokaryotic,1
3456,Proliferating Cell Nuclear Antigen,cyclin,4
3457,Proliferation,proliferation,20
3458,Proliferation,proliferate,3
3459,Proliferation,proliferation rate,1
3460,Proliferation,proliferating,1
3461,Proliferation,Proliferating,1
3462,Proliferation (morphologic abnormality),proliferative,1
3463,Proline,proline,1
3464,Proline-Rich Domain,proline-rich region,1
3465,Prolonged,prolonged,2
3466,Prominent,prominent,4
3467,promoter,promoter,10
3468,promoter,promoters,6
3469,"Promoter Regions, Genetic",promoter regions,1
3470,"Promoter Regions, Genetic",promoter region,1
3471,Promotion (action),promote,8
3472,Promotion (action),promoting,2
3473,PROP1 gene,Prop1,1
3474,PROP1 gene,PROP1,1
3475,Prophase,prophase,2
3476,Proportion,proportion,2
3477,Proposal (document),proposal,1
3478,Prosencephalon,forebrain,3
3479,Prostate,prostate,1
3480,Prostate carcinoma,prostate cancer,1
3481,Prostatic epithelium,prostate epithelium,1
3482,pro-survival,pro-survival,1
3483,Protease Inhibitors,peptide inhibitors,1
3484,proteasome complex disassembly,proteasomal degradation,4
3485,Proteasome Pathway,proteasome,2
3486,Protection,protection,4
3487,Protein Acetylation,acetylation,15
3488,Protein Acetylation,protein acetylation,1
3489,Protein Binding,binding protein,1
3490,Protein Binding Motif,binding motif,1
3491,Protein Biosynthesis,translation,4
3492,Protein Biosynthesis,protein synthesis,1
3493,Protein complex,protein complex,2
3494,"Protein Conformation, beta-Strand",D beta-strands,1
3495,"Protein Conformation, beta-Strand",beta strands,1
3496,protein C-terminus binding,carboxy-terminus,1
3497,protein C-terminus binding,COOH-terminal,1
3498,protein desumoylation,desumoylation,1
3499,Protein Dimerization,protein dimerization,1
3500,Protein Domain,motif,11
3501,protein expression,expressed,118
3502,protein expression,protein expression,2
3503,Protein Expression Analysis,expression analysis,1
3504,Protein Family,protein family,3
3505,protein folding,protein folding,1
3506,Protein Fragment,long protein fragment,1
3507,Protein Function,Protein function,1
3508,Protein Import,preprotein import,1
3509,Protein Import,protein import,1
3510,Protein Isoforms,isoform,7
3511,Protein Isoforms,long isoforms,1
3512,Protein Isoforms,isoforms,32
3513,Protein Isoforms,beta isoforms,1
3514,protein K63-linked ubiquitination,K63-linked ubiquitination,1
3515,Protein Kinases,protein kinases,1
3516,Protein Kinases,protein kinase,2
3517,Protein Kinases,PKA,6
3518,Protein level - finding,protein level,1
3519,Protein methylation,protein methylation,1
3520,Protein methylation,Protein methylation,1
3521,protein methyltransferase activity,protein methyltransferase activity,1
3522,protein monoubiquitination,monoubiquitylation,2
3523,protein N-linked glycosylation,N-linked glycosylation sites,2
3524,protein oligomerization,oligomerization,2
3525,Protein Overexpression,Overexpression,16
3526,Protein Overexpression,overexpressed,4
3527,Protein Overexpression,overexpression,19
3528,Protein Overexpression,overexpressing,2
3529,Protein p53,p53 protein,1
3530,Protein p53,tumour suppressor protein p53,1
3531,Protein phosphatase,protein phosphatases,1
3532,protein protein interaction,protein-protein interactions,3
3533,protein protein interaction,protein-protein interaction,1
3534,protein protein interaction,protein-protein interaction area,1
3535,protein reconstitution,reconstitution,1
3536,protein self-association,self-associate,1
3537,protein self-association,self-association,2
3538,Protein Sequence Determination,protein sequencing,1
