text,Canonical Name,Concept ID,TUI(s),Score,start,end
inner cell mass,Inner cell mass,C1283994,T018,1,29124,29127
ICM,Inner cell mass,C1283994,T018,1,29128,29129
ICM,Inner cell mass,C1283994,T018,1,29137,29138
ICM,Inner cell mass,C1283994,T018,1,29160,29161
ICM,Inner cell mass,C1283994,T018,1,29195,29196
inner cell mass,Inner cell mass,C1283994,T018,1,37688,37691
inner plexiform layer,Inner Plexiform Layer,C1512785,T023,1,58057,58060
IPL,Inner Plexiform Layer,C1512785,T023,1,58061,58062
IPL,Inner Plexiform Layer,C1512785,T023,1,58111,58112
insertion,Insert (object),C1883719,T169,1,1096,1097
insertion,Insert (object),C1883719,T169,1,1102,1103
insertion,Insert (object),C1883719,T169,1,2693,2694
insertion,Insert (object),C1883719,T169,1,4309,4310
insertion,Insert (object),C1883719,T169,1,10917,10918
insertion,Insert (object),C1883719,T169,1,24090,24091
insertion,Insert (object),C1883719,T169,1,56812,56813
insulation,Insulation Device Component,C1708520,T073,1,42865,42866
insulitis,Insulitis,C3686577,T047,1,21549,21550
insulitis,Insulitis,C3686577,T047,1,21553,21554
insulitis,Insulitis,C3686577,T047,1,21644,21645
insulitis,Insulitis,C3686577,T047,1,21717,21718
integrity,Intact,C0205266,T080,1,5077,5078
intact,Intact,C0205266,T080,1,10395,10396
intact,Intact,C0205266,T080,1,14914,14915
intact,Intact,C0205266,T080,1,15785,15786
intact,Intact,C0205266,T080,1,34264,34265
intact,Intact,C0205266,T080,1,42062,42063
intact,Intact,C0205266,T080,1,46062,46063
intact,Intact,C0205266,T080,1,55739,55740
integrity,Intact,C0205266,T080,1,60219,60220
gene integrity,Intact,C0205266,T080,0.896665,69350,69352
integral,Integral,C0443238,T081,1,48864,48865
transmembrane proteins,Integral Membrane Proteins,C0021699,T116,0.941194,1173,1175
integral membrane proteins,Integral Membrane Proteins,C0021699,T116,1,31106,31109
transmembrane proteins,Integral Membrane Proteins,C0021699,T116,0.941194,34835,34837
transmembrane proteins,Integral Membrane Proteins,C0021699,T116,0.941194,50480,50482
integral membrane proteins,Integral Membrane Proteins,C0021699,T116,1,54406,54409
single transmembrane protein,Integral Membrane Proteins,C0021699,T116,0.860838,64927,64930
integration,Integration (data processing),C1705422,T066,1,2783,2784
alphavbeta3,Integrin alphaVbeta3,C1138427,"T116,T192",0.866887,21943,21944
alphaVbeta3,Integrin alphaVbeta3,C1138427,"T116,T192",0.866887,59292,59293
integrin alphaVbeta3 pathway,Integrin alphaVbeta3,C1138427,"T116,T192",0.8832,59508,59511
alphavbeta3,Integrin alphaVbeta3,C1138427,"T116,T192",0.866887,62831,62832
alphavbeta3,Integrin alphaVbeta3,C1138427,"T116,T192",0.866887,67351,67352
alphavbeta3,Integrin alphaVbeta3,C1138427,"T116,T192",0.866887,67369,67370
alphavbeta5,integrin alphaVbeta5,C0083026,"T116,T129,T192",0.871613,21945,21946
integrin beta subunits,Integrin beta Chains,C1136316,"T116,T123",1,22118,22121
beta3 integrins,Integrin beta3,C0245726,"T116,T123",0.938334,46342,46344
beta3 integrins,Integrin beta3,C0245726,"T116,T123",0.938334,46356,46358
beta3 integrins,Integrin beta3,C0245726,"T116,T123",0.938334,46388,46390
beta3 integrins,Integrin beta3,C0245726,"T116,T123",0.938334,46395,46397
beta3 integrin,Integrin beta3,C0245726,"T116,T123",1,49236,49238
integrin beta3,Integrin beta3,C0245726,"T116,T123",1,59440,59442
integrin ligand,integrin ligand,C1749428,T044,1,21850,21852
integrin,Integrins,C0021701,"T116,T129,T192",1,19750,19751
integrins,Integrins,C0021701,"T116,T129,T192",1,21942,21943
Integrins,Integrins,C0021701,"T116,T129,T192",1,21981,21982
integrins,Integrins,C0021701,"T116,T129,T192",1,22229,22230
integrin,Integrins,C0021701,"T116,T129,T192",1,26450,26451
integrin,Integrins,C0021701,"T116,T129,T192",1,46150,46151
integrins,Integrins,C0021701,"T116,T129,T192",1,46202,46203
integrins,Integrins,C0021701,"T116,T129,T192",1,46276,46277
integrin action,Integrins,C0021701,"T116,T129,T192",0.868278,46310,46312
integrins,Integrins,C0021701,"T116,T129,T192",1,46410,46411
integrin,Integrins,C0021701,"T116,T129,T192",1,59293,59294
integrin,Integrins,C0021701,"T116,T129,T192",1,59447,59448
integrin,Integrins,C0021701,"T116,T129,T192",1,59455,59456
integrin,Integrins,C0021701,"T116,T129,T192",1,59470,59471
integrin,Integrins,C0021701,"T116,T129,T192",1,62257,62258
integrin,Integrins,C0021701,"T116,T129,T192",1,62830,62831
integrins,Integrins,C0021701,"T116,T129,T192",1,67120,67121
integrin,Integrins,C0021701,"T116,T129,T192",1,67350,67351
integrin,Integrins,C0021701,"T116,T129,T192",1,67368,67369
integrins,Integrins,C0021701,"T116,T129,T192",1,67376,67377
integrin,Integrins,C0021701,"T116,T129,T192",1,67387,67388
integrin,Integrins,C0021701,"T116,T129,T192",1,67414,67415
integrin,Integrins,C0021701,"T116,T129,T192",1,67438,67439
integrin,Integrins,C0021701,"T116,T129,T192",1,67483,67484
intellectual disability,Intellectual Disability,C3714756,T048,1,59776,59778
intellectual disability,Intellectual Disability,C3714756,T048,1,68647,68649
intellectual disability,Intellectual Disability,C3714756,T048,1,68822,68824
ID,Intellectual Disability,C3714756,T048,1,68825,68826
intellectual disability,Intellectual Disability,C3714756,T048,1,69237,69239
cell junction,Intercellular Junctions,C0021721,T030,1,23009,23011
cell-cell junctions,Intercellular Junctions,C0021721,T030,0.954481,23140,23142
intercellular transport,intercellular transport,C2265629,T043,1,29038,29040
interested,Interested,C0543488,T041,1,5599,5600
interesting,Interested,C0543488,T041,1,5704,5705
interfering,Interferes with,C0521102,T169,1,31283,31284
RNAi,Interferes with,C0521102,T169,1,34975,34976
RNAi,Interferes with,C0521102,T169,1,35048,35049
RNAi,Interferes with,C0521102,T169,1,35052,35053
RNAi,Interferes with,C0521102,T169,1,35066,35067
RNAi,Interferes with,C0521102,T169,1,50863,50864
RNAi,Interferes with,C0521102,T169,1,57977,57978
IFN-gamma receptor,Interferon Gamma Receptor Complex,C1334197,"T116,T192",1,6896,6898
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,2520,2521
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,2562,2563
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,2566,2567
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,2594,2595
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,2608,2609
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,2637,2638
Interferon-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,6864,6865
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,6866,6867
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,6948,6949
Interferon-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,21076,21077
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,21256,21257
interferon-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,48347,48348
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,48349,48350
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,48359,48360
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,48416,48417
interferon-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,55049,55050
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,55051,55052
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,55087,55088
IFN-gamma,Interferon Type II,C0021745,"T116,T121,T129",1,55123,55124
Interferon gamma,Interferon Type II,C0021745,"T116,T121,T129",1,63068,63070
interferon-alpha,Interferon-alpha,C0002199,"T116,T121,T129",1,55055,55056
interleukin-17,Interleukin-17,C0384648,"T116,T129",1,56978,56979
interleukin-17A,Interleukin-17A,C1705947,"T116,T192",1,57122,57123
intermediate,Intermediate Mitosis-Karyorrhexis Index,C3889971,T081,1,40883,40884
intermediate,Intermediate Mitosis-Karyorrhexis Index,C3889971,T081,1,47466,47467
intrinsic,Internal,C0205102,T082,1,34758,34759
inner,Internal,C0205102,T082,1,58030,58031
internal ribosome entry site,Internal Ribosome Entry Sites,C1512886,T086,1,30248,30252
IRES,Internal Ribosome Entry Sites,C1512886,T086,1,30253,30254
internalization,internalization,C0871786,T041,1,34422,34423
internalization,internalization,C0871786,T041,1,34469,34470
internalization,internalization,C0871786,T041,1,56888,56889
internalization,internalization,C0871786,T041,1,56904,56905
interneurons,Interneurons,C0021792,T025,1,27859,27860
resting,Interphase Cell,C1512899,T025,1,48379,48380
interpreting,Interprets,C1285553,T169,1,45078,45079
interpreting,Interprets,C1285553,T169,1,57713,57714
intervention,Interventional procedure,C0184661,T061,1,57991,57992
intervention,Interventional procedure,C0184661,T061,1,58631,58632
intervention,Interventional procedure,C0184661,T061,1,64633,64634
intervertebral discs,Intervertebral disc structure,C0021815,T023,1,1629,1631
mouse small intestine,Intestine - Small Intestine (MMHCC),C2700416,T024,1,52554,52557
intestinal,Intestines,C0021853,T023,1,11400,11401
intestine,Intestines,C0021853,T023,1,50710,50711
intestinal,Intestines,C0021853,T023,1,52483,52484
small intestine,"Intestines, Small",C0021852,T023,1,12010,12012
protein localizations,intracellular protein transport,C1159772,T043,0.92819,13523,13525
subcellular targeting,intracellular protein transport,C1159772,T043,0.930618,28234,28236
protein localization,intracellular protein transport,C1159772,T043,1,50682,50684
intraflagellar transport,intraciliary transport,C1155944,T043,1,61771,61773
extraembryonic mesoderm,Intra-embryonic mesoderm,C4242055,T018,0.917483,6784,6786
IOP,Intraocular pressure disorder,C0595921,T047,1,65326,65327
IOP,Intraocular pressure disorder,C0595921,T047,1,65463,65464
intravenous,Intravenous Route of Drug Administration,C1522726,T169,1,21123,21124
introduces,Introduces,C1292748,T169,1,45516,45517
introns,Introns,C0021920,"T114,T123",1,4256,4257
intron,Introns,C0021920,"T114,T123",1,4278,4279
introns,Introns,C0021920,"T114,T123",1,12259,12260
intronic,Introns,C0021920,"T114,T123",1,16347,16348
intron,Introns,C0021920,"T114,T123",1,51439,51440
invasive carcinomas,Invasive Carcinoma,C1334274,T191,0.923333,50929,50931
invasiveness,Invasiveness,C1301757,T080,1,6198,6199
invasiveness,Invasiveness,C1301757,T080,1,6371,6372
inversion,Inversion,C2349984,T082,1,43783,43784
investigate,Investigates,C1292732,T169,1,4989,4990
investigate,Investigates,C1292732,T169,1,9367,9368
investigated,Investigates,C1292732,T169,1,14125,14126
investigate,Investigates,C1292732,T169,1,14208,14209
investigated,Investigates,C1292732,T169,1,17094,17095
investigate,Investigates,C1292732,T169,1,19527,19528
investigate,Investigates,C1292732,T169,1,20252,20253
investigated,Investigates,C1292732,T169,1,20986,20987
investigate,Investigates,C1292732,T169,1,21118,21119
investigate,Investigates,C1292732,T169,1,21365,21366
investigated,Investigates,C1292732,T169,1,22335,22336
investigating,Investigates,C1292732,T169,1,24049,24050
investigated,Investigates,C1292732,T169,1,29891,29892
investigate,Investigates,C1292732,T169,1,36247,36248
investigate,Investigates,C1292732,T169,1,41450,41451
investigated,Investigates,C1292732,T169,1,43725,43726
investigate,Investigates,C1292732,T169,1,46429,46430
investigate,Investigates,C1292732,T169,1,48353,48354
investigated,Investigates,C1292732,T169,1,57497,57498
investigate,Investigates,C1292732,T169,1,58882,58883
investigated,Investigates,C1292732,T169,1,61094,61095
investigate,Investigates,C1292732,T169,1,68921,68922
investigate,Investigates,C1292732,T169,1,70722,70723
experimentally,Investigational,C1517586,T080,0.853744,45814,45815
involvement,Involvement with,C1314939,T169,1,20342,20343
involvement,Involvement with,C1314939,T169,1,43727,43728
involvement,Involvement with,C1314939,T169,1,47899,47900
involvement,Involvement with,C1314939,T169,1,48055,48056
involvement,Involvement with,C1314939,T169,1,54207,54208
Classical inwardly rectifying K+ channels,inward rectifier potassium channel,C0214230,"T116,T123",0.891143,23635,23640
channels,Ion Channel,C0022009,"T116,T123",0.896013,1995,1996
channels,Ion Channel,C0022009,"T116,T123",0.896013,4411,4412
ion channels,Ion Channel,C0022009,"T116,T123",1,29968,29970
channels,Ion Channel,C0022009,"T116,T123",0.896013,53477,53478
ion channels,Ion Channel,C0022009,"T116,T123",1,62008,62010
IQGAP1,IQGAP1 gene,C1416471,T028,1,39672,39673
IQGAP1,IQGAP1 gene,C1416471,T028,1,39679,39680
IQGAP1,IQGAP1 gene,C1416471,T028,1,39711,39712
LPS,IRF6 wt Allele,C2697656,T028,1,13111,13112
iron accumulation,Iron accumulation in brain,C4021076,T033,0.866916,22537,22539
iron metabolism,iron metabolism,C0596803,T044,1,22527,22529
iron metabolism,iron metabolism,C0596803,T044,1,52218,52220
iron staining,"Iron stain method, blood or bone marrow",C0200676,T059,1,22390,22392
iron-sulfur clusters,iron-sulfur cluster binding,C1656942,T044,0.856992,22304,22306
iron-sulfur cluster,iron-sulfur cluster binding,C1656942,T044,0.905095,47430,47432
iron-sulfur cluster,iron-sulfur cluster binding,C1656942,T044,0.905095,51420,51422
iron-sulfur cluster,iron-sulfur cluster binding,C1656942,T044,0.905095,52265,52267
irregular,Irregular,C0205271,T080,1,34679,34680
islands,Islands,C0022130,T083,1,11290,11291
beta isozyme,Isoenzymes,C0022173,"T116,T126",0.880805,55356,55358
isolate,Isolate - microorganism,C1764827,T123,1,328,329
isolate,Isolate - microorganism,C1764827,T123,1,855,856
isolate,Isolate - microorganism,C1764827,T123,1,8039,8040
isolate,Isolate - microorganism,C1764827,T123,1,12843,12844
isolates,Isolate - microorganism,C1764827,T123,1,47050,47051
isolated,Isolated,C0205409,T169,1,355,356
isolated,Isolated,C0205409,T169,1,929,930
isolated,Isolated,C0205409,T169,1,965,966
isolated,Isolated,C0205409,T169,1,1060,1061
isolated,Isolated,C0205409,T169,1,1219,1220
isolated,Isolated,C0205409,T169,1,2099,2100
isolated,Isolated,C0205409,T169,1,2785,2786
isolated,Isolated,C0205409,T169,1,3541,3542
isolated,Isolated,C0205409,T169,1,4144,4145
isolated,Isolated,C0205409,T169,1,4743,4744
isolated,Isolated,C0205409,T169,1,5841,5842
isolated,Isolated,C0205409,T169,1,6994,6995
isolated,Isolated,C0205409,T169,1,7208,7209
isolated,Isolated,C0205409,T169,1,7706,7707
isolated,Isolated,C0205409,T169,1,7841,7842
isolated,Isolated,C0205409,T169,1,8744,8745
isolated,Isolated,C0205409,T169,1,9444,9445
isolated,Isolated,C0205409,T169,1,10195,10196
isolated,Isolated,C0205409,T169,1,11213,11214
isolated,Isolated,C0205409,T169,1,12376,12377
isolated,Isolated,C0205409,T169,1,13465,13466
isolated,Isolated,C0205409,T169,1,17120,17121
isolated,Isolated,C0205409,T169,1,17192,17193
isolated,Isolated,C0205409,T169,1,17575,17576
isolated,Isolated,C0205409,T169,1,19056,19057
isolated,Isolated,C0205409,T169,1,22013,22014
isolated,Isolated,C0205409,T169,1,22543,22544
isolated,Isolated,C0205409,T169,1,22603,22604
isolated,Isolated,C0205409,T169,1,24255,24256
isolated,Isolated,C0205409,T169,1,26395,26396
isolated,Isolated,C0205409,T169,1,30908,30909
isolated,Isolated,C0205409,T169,1,33235,33236
isolated,Isolated,C0205409,T169,1,33594,33595
isolated,Isolated,C0205409,T169,1,39179,39180
isolated,Isolated,C0205409,T169,1,54812,54813
Hind limb perfusion,Isolated limb perfusion,C0396670,T061,0.899637,30095,30098
isoproterenol,Isoproterenol,C0022245,"T109,T121",1,63804,63805
Itga8,ITGA8 gene,C1416490,T028,1,69809,69810
ITGB3 gene,ITGB3 gene,C1416498,T028,1,67152,67154
Itgb3,"ITGB3 protein, human",C0638262,"T116,T192",1,67247,67248
Itgb7,ITGB7 gene,C1416503,T028,1,69812,69813
AP1,JUN gene,C0162508,T028,1,24606,24607
Junctophilin-2,junctophilin,C0960322,T116,1,68368,68369
JP2,junctophilin,C0960322,T116,1,68370,68371
JP2,junctophilin,C0960322,T116,1,68389,68390
JP2,junctophilin,C0960322,T116,1,68418,68419
AP-1,JUND gene,C0812312,T028,1,12295,12296
AP-1,JUND gene,C0812312,T028,1,31127,31128
AP-1,JUND gene,C0812312,T028,1,34247,34248
AP-1,JUND gene,C0812312,T028,1,34321,34322
JM,juxtamembrane,C1622525,T026,1,10931,10932
juxtaparanodes,juxtaparanode region of axon,C2752518,T026,0.952816,53458,53459
juxtaparanodes,juxtaparanode region of axon,C2752518,T026,0.952816,53671,53672
juxtaparanodal,juxtaparanode region of axon,C2752518,T026,0.924537,53687,53688
juxtaparanodes,juxtaparanode region of axon,C2752518,T026,0.952816,53725,53726
p300/CBP-associated factor,KAT2B gene,C1366462,T028,1,21321,21323
Kv1.2,KCNA2 gene,C1416545,T028,1,53551,53552
Kv1.2,KCNA2 gene,C1416545,T028,1,53587,53588
Kv1.2,KCNA2 gene,C1416545,T028,1,53697,53698
Kir2.3,KCNJ4 gene,C1416586,T028,1,23664,23665
Kir2.3,KCNJ4 gene,C1416586,T028,1,23688,23689
Kir2.3,KCNJ4 gene,C1416586,T028,1,23696,23697
Kir2.3,KCNJ4 gene,C1416586,T028,1,23701,23702
Kir2.3,KCNJ4 gene,C1416586,T028,1,23731,23732
Kir2.3,KCNJ4 gene,C1416586,T028,1,23753,23754
Kir2.3,KCNJ4 gene,C1416586,T028,1,23778,23779
Vascular Endothelial Growth Factor receptor 2,KDR gene,C1334306,T028,1,16145,16151
Keap1,KEAP1 gene,C1427969,T028,1,24882,24883
Keap1,KEAP1 gene,C1427969,T028,1,24924,24925
Keap1,KEAP1 gene,C1427969,T028,1,24935,24936
Keap1,KEAP1 gene,C1427969,T028,1,24974,24975
Keap1 react,KEAP1 gene,C1427969,T028,0.865796,25052,25054
Keap1,KEAP1 gene,C1427969,T028,1,25122,25123
Keap1,KEAP1 gene,C1427969,T028,1,25166,25167
Keap1,KEAP1 gene,C1427969,T028,1,31453,31454
Keap1,KEAP1 gene,C1427969,T028,1,31487,31488
Keap1,KEAP1 gene,C1427969,T028,1,31508,31509
keap1,KEAP1 gene,C1427969,T028,1,31531,31532
Keap1,KEAP1 gene,C1427969,T028,1,31546,31547
Keap1,KEAP1 gene,C1427969,T028,1,31564,31565
Keap1,KEAP1 gene,C1427969,T028,1,31618,31619
Keap1,KEAP1 gene,C1427969,T028,1,32796,32797
Keap1,KEAP1 gene,C1427969,T028,1,32810,32811
Keap1,KEAP1 gene,C1427969,T028,1,32832,32833
Keap1,KEAP1 gene,C1427969,T028,1,32849,32850
Keap1,KEAP1 gene,C1427969,T028,1,32902,32903
Keap1,KEAP1 gene,C1427969,T028,1,32906,32907
Keap1,KEAP1 gene,C1427969,T028,1,32938,32939
Keap1,KEAP1 gene,C1427969,T028,1,32954,32955
Keap1,KEAP1 gene,C1427969,T028,1,41221,41222
Keap1,KEAP1 gene,C1427969,T028,1,41271,41272
Keap1,KEAP1 gene,C1427969,T028,1,41317,41318
Keap1,KEAP1 gene,C1427969,T028,1,41324,41325
Keap1,KEAP1 gene,C1427969,T028,1,65703,65704
Keap1,KEAP1 gene,C1427969,T028,1,65777,65778
Keap1,KEAP1 gene,C1427969,T028,1,65821,65822
Keap1,KEAP1 gene,C1427969,T028,1,65841,65842
Keap1,KEAP1 gene,C1427969,T028,1,65858,65859
KO,KELL NULL,C1862225,T022,1,58868,58869
